,0,1
{3E50801D-9DBB-43DE-8D32-31CFA88C74D9},0.9846231708126451,0.0153768291873549
{940EEAF4-A404-485E-8A03-A7B5A792DAF0},0.9951745345959542,0.0048254654040457
{23292C26-3309-4A52-850F-EF97A8E7884D},0.9959685778692071,0.0040314221307928
{67150907-EC0F-4FB0-AC84-B49E423FEBA3},0.9972973498520925,0.0027026501479075
{CB297056-8143-4530-A409-218A6045E223},0.9977593472536646,0.0022406527463355
{7C6DD972-8AE9-4791-A6AA-39A210F90A0B},0.9975884898606256,0.0024115101393744
{5F24255E-DACB-4FA1-A445-E084F631A843},0.9941845181772518,0.0058154818227483
{23756338-4E29-4F92-ADE0-F0375321FB8B},0.9883847616723284,0.0116152383276716
{3E50801D-9DBB-43DE-8D32-31CFA88C74D9},0.9939202209092918,0.0060797790907082
{17BCC54F-1E19-448D-9C23-35BA8DE0E5A6},0.9962123060580499,0.0037876939419503
{098FDC08-ACCB-4D67-8052-59E167196DBC},0.9915290818812320,0.0084709181187679
{016DDF49-2218-4073-A5F4-32396D0D4B70},0.9970440632401376,0.0029559367598624
{49C1A404-F372-44BE-9951-737139C7D40C},0.9936241209071007,0.0063758790928993
{D50E0D03-56E2-439A-ABDA-D9CC3887DE1B},0.9933706140177002,0.0066293859822999
{1E2B3656-E2CD-4DA9-8CEF-FDE70664643B},0.9975255776039390,0.0024744223960610
{13B67BCB-AFCE-4100-AD2B-76EF178BA228},0.9930756270234431,0.0069243729765568
{506A3984-80F8-434B-9AF1-F87B23B51DD0},0.9959673843307981,0.0040326156692019
{F406FF30-EF5D-4699-A2DD-3AD6B5EBDA4C},0.9962778782132597,0.0037221217867402
{789DD6CC-C872-4343-968C-A677800EF207},0.9945353531463487,0.0054646468536514
{49C1A404-F372-44BE-9951-737139C7D40C},0.9980993331875652,0.0019006668124349
{8A974AA4-B09C-4D0E-98CC-AA3CFE105110},0.9951318312066012,0.0048681687933989
{05F3D0A6-EAC3-472F-A591-D2D21D7A91B2},0.9933568440384041,0.0066431559615959
{4E587C5B-ADE5-4C46-879D-E3C8701DC462},0.9967710508393072,0.0032289491606928
{DE865460-B5D6-4EBC-9369-82A8D247E670},0.9976644079599071,0.0023355920400930
{73066CBF-50D6-490D-9CA2-ECD488823BE1},0.9954857838622516,0.0045142161377486
{098FDC08-ACCB-4D67-8052-59E167196DBC},0.9942715797182868,0.0057284202817130
{01D12FD6-AEA6-4466-AE79-76F867A128B8},0.9961915182024872,0.0038084817975128
{789DD6CC-C872-4343-968C-A677800EF207},0.9967244115499123,0.0032755884500877
{C7196F09-439A-4BC9-A8ED-E968F3E85DBF},0.9966108740370320,0.0033891259629680
{3472700A-A004-4714-9895-32233BC3C3E8},0.9952594848297389,0.0047405151702611
{536BD7C0-FAE6-447B-ABAA-BC8B8533D10B},0.9939844660664193,0.0060155339335807
{5BBFCFBA-27A6-46AB-9440-06FB025C2EEE},0.9929070920954967,0.0070929079045034
{7C6DD972-8AE9-4791-A6AA-39A210F90A0B},0.9979256047881938,0.0020743952118062
{2BD8059B-15AD-47B8-AF98-D56A2E365128},0.9957958834981038,0.0042041165018961
{4E587C5B-ADE5-4C46-879D-E3C8701DC462},0.9980315729943531,0.0019684270056469
{F90D11E4-E648-4EFA-A727-61B418AEF7A2},0.9954549105183779,0.0045450894816221
{3E50801D-9DBB-43DE-8D32-31CFA88C74D9},0.9961268119789619,0.0038731880210381
{BB2B9A3E-3DFB-4814-A88B-74F7776D5EBD},0.9973109490669745,0.0026890509330256
{56F3F47B-4887-45CD-8B4B-1AD5231F72B8},0.9987994978308328,0.0012005021691672
{4E587C5B-ADE5-4C46-879D-E3C8701DC462},0.9983331899419865,0.0016668100580135
{8D023A92-A0ED-4CD9-90DA-F65586B38092},0.9976594292003604,0.0023405707996395
{789DD6CC-C872-4343-968C-A677800EF207},0.9972253709290676,0.0027746290709323
{BA5FAC6B-3B2D-414F-9BAA-4394CB7AE766},0.9952197989753331,0.0047802010246669
